Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.10-192.168.56.11-58888-80-6,192.168.56.10,58888,192.168.56.11,80,6,04/01/2026 11:56:10 AM,21989164,6,8,200.0,482.0,135.0,0.0,33.333333333333336,51.399092080178484,482.0,0.0,60.25,170.41273426595797,31.015276433428756,0.6366772288387135,1691474.1538461538,4473202.097711956,1.5219008E7,0.0,2.1982352E7,4396470.4,6720813.755423133,1.5219016E7,0.0,2.1989164E7,3141309.1428571427,5891298.42215258,1.5219356E7,6.0,0,0,0,0,192,272,0.2728616695023058,0.3638155593364077,0.0,482.0,45.46666666666667,125.69570208964792,15799.409523809521,0,1,0,0,0,0,0,0,1.0,48.714285714285715,33.333333333333336,60.25,0,0,0,0,0,0,6,200,8,482,-1,508,4,0,3017.5,3775.243104754977,5687.0,348.0,1.09892345E7,5981803.049466315,1.5219008E7,6759461.0,No Label
192.168.56.10-192.168.56.11-58864-80-6,192.168.56.10,58864,192.168.56.11,80,6,04/01/2026 11:56:10 AM,21996992,5,7,200.0,482.0,168.0,0.0,40.0,72.0867532907399,482.0,0.0,68.85714285714285,182.17887599044752,31.004239125058554,0.5455291341652532,1999726.5454545454,4832620.016206248,1.5227843E7,24.0,2.1987584E7,5496896.0,7227108.964920483,1.5227979E7,830.0,2.1996992E7,3666165.333333333,6275129.993571501,1.5227867E7,26.0,0,0,0,0,160,240,0.22730380590218882,0.3182253282630643,0.0,482.0,52.46153846153847,137.03139262264892,18777.602564102563,0,1,0,0,0,0,0,0,1.0,56.833333333333336,40.0,68.85714285714286,0,0,0,0,0,0,5,200,7,482,-1,508,3,0,1870.5,2611.34534292192,3717.0,24.0,1.09918965E7,5990532.989786844,1.5227843E7,6755950.0,No Label
192.168.56.10-192.168.56.11-58478-80-6,192.168.56.10,58478,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22200804,5,7,199.0,482.0,168.0,0.0,39.8,72.15400196801282,482.0,0.0,68.85714285714285,182.17887599044752,30.674564759006024,0.5405209649164057,2018254.9090909092,4864656.074217385,1.5369617E7,20.0,2.209908E7,5524770.0,7288917.613852325,1.5369799E7,1173.0,2.2200804E7,3700133.9999999995,6313647.5035386,1.5369637E7,27.0,0,0,0,0,160,240,0.22521706871516903,0.31530389620123667,0.0,482.0,52.38461538461539,137.05080472920645,18782.923076923078,0,1,0,0,0,0,0,0,1.0,56.75,39.8,68.85714285714286,0,0,0,0,0,0,5,199,7,482,-1,508,3,0,2076.0,2907.6230842390833,4132.0,20.0,1.10471155E7,6112940.244678047,1.5369617E7,6724614.0,No Label
192.168.56.10-192.168.56.11-58510-80-6,192.168.56.10,58510,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22186332,5,7,199.0,482.0,168.0,0.0,39.8,72.15400196801282,482.0,0.0,68.85714285714285,182.17887599044752,30.69457357800289,0.5408735432247205,2016939.272727273,4862073.154057373,1.5358147E7,5.0,2.2091182E7,5522795.5,7283830.23197587,1.5358324E7,1467.0,2.2186332E7,3697722.0,6310430.347609487,1.5358152E7,28.0,0,0,0,0,160,240,0.22536397634363356,0.31550956688108694,0.0,482.0,52.38461538461539,137.05080472920645,18782.923076923078,0,1,0,0,0,0,0,0,1.0,56.75,39.8,68.85714285714286,0,0,0,0,0,0,5,199,7,482,-1,508,3,0,2268.5,3201.0723984315005,4532.0,5.0,1.10430195E7,6102511.833869108,1.5358147E7,6727892.0,No Label
192.168.56.10-192.168.56.11-58468-80-6,192.168.56.10,58468,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22211913,5,7,199.0,482.0,168.0,0.0,39.8,72.15400196801282,482.0,0.0,68.85714285714285,182.17887599044752,30.659223273564958,0.5402506303711887,2019264.8181818181,4866818.274393176,1.5374475E7,28.0,2.2111945E7,5527986.25,7291567.010188523,1.5374664E7,1176.0,2.2211913E7,3701985.4999999995,6316468.7622297555,1.5374662E7,28.0,0,0,0,0,160,240,0.22510442932132863,0.3151462010498601,0.0,482.0,52.38461538461539,137.05080472920645,18782.923076923078,0,1,0,0,0,0,0,0,1.0,56.75,39.8,68.85714285714286,0,0,0,0,0,0,5,199,7,482,-1,508,3,0,2294.0,2979.7479759201115,4401.0,187.0,1.1053495E7,6110788.518742897,1.5374475E7,6732515.0,No Label
192.168.56.10-192.168.56.11-58560-80-6,192.168.56.10,58560,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22151393,5,7,199.0,482.0,168.0,0.0,39.8,72.15400196801282,482.0,0.0,68.85714285714285,182.17887599044752,30.742987585476005,0.541726653488564,2013763.0000000002,4855395.932971419,1.5334657E7,26.0,2.2061876E7,5515469.0,7272909.344720905,1.5334843E7,1566.0,2.2151393E7,3691898.833333333,6302009.491529108,1.5334683E7,28.0,0,0,0,0,160,240,0.2257194389535683,0.31600721453499564,0.0,482.0,52.38461538461539,137.05080472920645,18782.923076923078,0,1,0,0,0,0,0,0,1.0,56.75,39.8,68.85714285714286,0,0,0,0,0,0,5,199,7,482,-1,508,3,0,2291.5,3203.9008255562467,4557.0,26.0,1.1028758E7,6089460.764008747,1.5334657E7,6722859.0,No Label
192.168.56.10-192.168.56.11-58658-80-6,192.168.56.10,58658,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22105148,5,7,200.0,482.0,168.0,0.0,40.0,72.0867532907399,482.0,0.0,68.85714285714285,182.17887599044752,30.852541679431415,0.5428599708990866,2009558.9090909094,4852002.95546638,1.5300721E7,29.0,2.2067E7,5516750.0,7260020.114749591,1.5300869E7,1087.0,2.2105148E7,3684191.3333333335,6299325.906424485,1.5300921E7,29.0,0,0,0,0,160,240,0.22619165454128604,0.31666831635780046,0.0,482.0,52.46153846153847,137.03139262264892,18777.602564102563,0,1,0,0,0,0,0,0,1.0,56.833333333333336,40.0,68.85714285714286,0,0,0,0,0,0,5,200,7,482,-1,508,3,0,2426.0,3148.0393898425095,4652.0,200.0,1.10314675E7,6037636.200908804,1.5300721E7,6762214.0,No Label
192.168.56.10-192.168.56.11-58608-80-6,192.168.56.10,58608,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22128719,5,7,198.0,482.0,168.0,0.0,39.6,72.29315320277571,482.0,0.0,68.85714285714285,182.17887599044752,30.729297976986377,0.542281729005642,2011701.727272727,4845680.870489514,1.5314632E7,19.0,2.2013541E7,5503385.25,7261231.820128335,1.5314657E7,3197.0,2.2128719E7,3688119.833333333,6288244.387719848,1.5314651E7,196.0,0,0,0,0,160,240,0.22595072041901748,0.31633100858662444,0.0,482.0,52.30769230769231,137.08293390947966,18791.73076923077,0,1,0,0,0,0,0,0,1.0,56.666666666666664,39.6,68.85714285714286,0,0,0,0,0,0,5,198,7,482,-1,508,3,0,4286.0,6034.449270645997,8553.0,19.0,1.1002903E7,6097705.629077382,1.5314632E7,6691174.0,No Label
192.168.56.10-192.168.56.11-58434-80-6,192.168.56.10,58434,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22228727,5,7,199.0,482.0,168.0,0.0,39.8,72.15400196801282,482.0,0.0,68.85714285714285,182.17887599044752,30.63603237378371,0.539841980154779,2020793.3636363633,4868817.304099453,1.5384997E7,8.0,2.2116592E7,5529148.0,7296085.892974305,1.5385178E7,1102.0,2.2228727E7,3704787.833333333,6318656.192272481,1.5385194E7,8.0,0,0,0,0,160,240,0.2249341583978246,0.3149078217569544,0.0,482.0,52.38461538461539,137.05080472920645,18782.923076923078,0,1,0,0,0,0,0,0,1.0,56.75,39.8,68.85714285714286,0,0,0,0,0,0,5,199,7,482,-1,508,3,0,1972.0,2510.2290732122437,3747.0,197.0,1.10563895E7,6121575.432689897,1.5384997E7,6727782.0,No Label
192.168.56.10-192.168.56.11-58646-80-6,192.168.56.10,58646,192.168.56.11,80,6,04/01/2026 11:56:10 AM,22114712,5,7,200.0,482.0,168.0,0.0,40.0,72.0867532907399,482.0,0.0,68.85714285714285,182.17887599044752,30.839198810276162,0.5426251990077917,2010428.3636363638,4854084.178680449,1.5307107E7,15.0,2.2076892E7,5519223.0,7263088.667425633,1.5307122E7,1096.0,2.2114712E7,3685785.3333333335,6301938.784582303,1.5307131E7,23.0,0,0,0,0,160,240,0.22609383291991322,0.3165313660878785,0.0,482.0,52.46153846153847,137.03139262264892,18777.602564102563,0,1,0,0,0,0,0,0,1.0,56.833333333333336,40.0,68.85714285714286,0,0,0,0,0,0,5,200,7,482,-1,508,3,0,1947.0,2719.5326804434617,3870.0,24.0,1.1036323E7,6039800.654766017,1.5307107E7,6765539.0,No Label
