Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
192.168.56.10-192.168.56.11-60994-80-6,192.168.56.10,60994,192.168.56.11,80,6,04/01/2026 12:44:30 PM,37252,2,5,224.0,205.0,224.0,0.0,112.0,158.39191898578665,205.0,0.0,41.0,91.67878707749138,11516.160206163428,187.90937399334263,6208.666666666666,11579.532247317535,29670.0,35.0,29670.0,29670.0,0.0,29670.0,29670.0,37252.0,9313.0,14712.355102656633,31260.0,35.0,0,0,0,0,64,176,53.68839256952647,134.22098142381617,0.0,224.0,53.625,99.4239659237148,9885.125000000002,0,1,0,0,0,0,0,0,2.0,61.285714285714285,112.0,41.0,0,0,0,0,0,0,2,224,5,205,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-60994-80-6,192.168.56.10,60994,192.168.56.11,80,6,04/01/2026 12:44:30 PM,2205,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,907.0294784580499,2205.0,0.0,2205.0,2205.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,453.51473922902494,453.51473922902494,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32778-80-6,192.168.56.10,32778,192.168.56.11,80,6,04/01/2026 12:44:30 PM,21617,2,5,221.0,204.0,221.0,0.0,110.5,156.27059864222701,204.0,0.0,40.8,91.23157348199142,19660.45242170514,323.81921635749643,3602.833333333333,5742.807237463806,15031.0,36.0,15031.0,15031.0,0.0,15031.0,15031.0,21617.0,5404.25,8769.60631480494,18490.0,36.0,0,0,0,0,64,176,92.51977610214183,231.29944025535457,0.0,221.0,53.125,98.47325597773815,9696.982142857143,0,1,0,0,0,0,0,0,2.0,60.714285714285715,110.5,40.8,0,0,0,0,0,0,2,221,5,204,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32778-80-6,192.168.56.10,32778,192.168.56.11,80,6,04/01/2026 12:44:30 PM,2325,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,860.2150537634409,2325.0,0.0,2325.0,2325.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,430.10752688172045,430.10752688172045,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32786-80-6,192.168.56.10,32786,192.168.56.11,80,6,04/01/2026 12:44:30 PM,18439,3,5,221.0,204.0,221.0,0.0,73.66666666666666,127.5944094909073,204.0,0.0,40.8,91.23157348199142,23048.97228700038,433.8630077553012,2634.1428571428573,4763.456708056011,13283.0,37.0,16070.0,8035.0,7421.792775334003,13283.0,2787.0,18439.0,4609.75,7224.287709986824,15395.0,37.0,0,0,0,0,96,176,162.69862790823797,271.1643798470633,0.0,221.0,47.22222222222222,93.80002369106548,8798.444444444445,0,1,0,0,0,0,0,0,1.0,53.125,73.66666666666667,40.8,0,0,0,0,0,0,3,221,5,204,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32796-80-6,192.168.56.10,32796,192.168.56.11,80,6,04/01/2026 12:44:30 PM,17992,2,5,227.0,206.0,227.0,0.0,113.5,160.51323932934628,206.0,0.0,41.2,92.12600067299134,24066.251667407734,389.0618052467763,2998.666666666666,4883.936390522164,12769.0,33.0,12769.0,12769.0,0.0,12769.0,12769.0,17992.0,4498.0,7300.823058623824,15407.0,33.0,0,0,0,0,64,176,111.16051578479323,277.9012894619831,0.0,227.0,54.125,100.377056997247,10075.55357142857,0,1,0,0,0,0,0,0,2.0,61.857142857142854,113.5,41.2,0,0,0,0,0,0,2,227,5,206,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32796-80-6,192.168.56.10,32796,192.168.56.11,80,6,04/01/2026 12:44:30 PM,3857,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,518.5377236193933,3857.0,0.0,3857.0,3857.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,259.26886180969666,259.26886180969666,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32804-80-6,192.168.56.10,32804,192.168.56.11,80,6,04/01/2026 12:44:30 PM,14971,2,5,224.0,205.0,224.0,0.0,112.0,158.39191898578665,205.0,0.0,41.0,91.67878707749138,28655.400440852314,467.5706365640238,2495.1666666666665,2840.2188237293735,6211.0,37.0,5874.0,5874.0,0.0,5874.0,5874.0,14971.0,3742.75,5647.623475114702,12129.0,37.0,0,0,0,0,64,176,133.59161044686394,333.97902611715983,0.0,224.0,53.625,99.4239659237148,9885.125000000002,0,1,0,0,0,0,0,0,2.0,61.285714285714285,112.0,41.0,0,0,0,0,0,0,2,224,5,205,-1,508,1,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32804-80-6,192.168.56.10,32804,192.168.56.11,80,6,04/01/2026 12:44:30 PM,6058,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,330.1419610432486,6058.0,0.0,6058.0,6058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,32,165.0709805216243,165.0709805216243,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,-1,501,0,0,0,0,0,0,0,0,0,0,No Label
192.168.56.10-192.168.56.11-32814-80-6,192.168.56.10,32814,192.168.56.11,80,6,04/01/2026 12:44:30 PM,39274,2,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.84855120435911,13091.333333333334,21143.093726636445,37485.0,33.0,37485.0,37485.0,0.0,37485.0,37485.0,33.0,33.0,0.0,33.0,33.0,0,0,0,0,64,80,50.924275602179556,50.924275602179556,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,2,0,-1,65160,0,0,0,0,0,0,0,0,0,0,No Label
